"","Name","Birthday","ContractDate","AgeAtSigning","ContractLength","AAV","SalaryCap","pctCap","TOI","Goals60","Assists60","Points60","PlusMinus60","PenaltyMinutes60","EvenStrGoals60","EvenStrPoints60","ppGoals60","ppPoints60","shGoals60","shPoints60","GameWinningGoals60","Shots60","COLA","fBracket","fRate","fMarginal","sBracket","sRate","sMarginal","Local","contractSeason","prevSeason","pyTOI","pyGoals60","pyAssists60","pyPoints60","pyPlusMinus60","pyPenaltyMinutes60","pyEvenStrGoals60","pyEvenStrPoints60","pyppGoals60","pyppPoints60","pyshGoals60","pyshPoints60","pyGameWinningGoals60","pyShots60","GoalsChange","AssistsChange","PointsChange","PlusMinusChange","PenaltyMinutesChange","EvenStrGoalsChange","EvenStrPointsChange","ppGoalsChange","ppPointsChange","shGoalsChange","shPointsChange","GameWinningGoalsChange","ShotsChange","TOIChange","fTaxes","sTaxes","lTaxes","Escrow","Agent","netIncome","LANI","Country.Austria","Country.Belarus","Country.Belgium","Country.Canada","Country.Czech Republic","Country.Denmark","Country.Estonia","Country.Finland","Country.France","Country.Germany","Country.Italy","Country.Kazakhstan","Country.Latvia","Country.Netherlands","Country.Norway","Country.Russia","Country.Slovakia","Country.Slovenia","Country.Sweden","Country.Switzerland","Country.Ukraine","Country.United Kingdom","Country.United States","Team.ANA","Team.ARI","Team.ATL","Team.BOS","Team.BUF","Team.CAR","Team.CBJ","Team.CGY","Team.CHI","Team.COL","Team.DAL","Team.DET","Team.EDM","Team.FLA","Team.LAK","Team.MIN","Team.MTL","Team.NJD","Team.NSH","Team.NYI","Team.NYR","Team.OTT","Team.PHI","Team.PHX","Team.PIT","Team.SJS","Team.STL","Team.TBL","Team.TOR","Team.VAN","Team.VGK","Team.WPG","Team.WSH","Handed.L","Handed.R","Position.C","Position.L","Position.R"
"911","Alex Chiasson",1990-10-01,2019-07-01,28,2,2150000,79500000,0.0270440251572327,1238.56666666667,1.06574804209167,0.775089485157575,1.84083752724924,-0.0484430928223484,1.55017897031515,0.629760206690529,1.01730494926932,0.387544742578787,0.726646392335226,0.0484430928223484,0.0968861856446968,0.0484430928223484,5.95850041714885,0.47,214368,0.33,49644.31,314928,0.15,37791.36,0,2019,2018,717.766666666667,0.752333627455533,0.752333627455533,1.50466725491107,0.083592625272837,2.17340825709376,0.585148376909859,1.17029675381972,0.083592625272837,0.083592625272837,0.083592625272837,0.250777875818511,0.167185250545674,4.93196489109739,0.416589666071594,0.0302470298702503,0.223418347970922,-1.57951395430202,-0.286752056243673,0.0762402008466008,-0.130729068546976,3.63611163441613,7.69270931453024,-0.420486045697984,-0.613657363798656,-0.710243022848992,0.208139260663525,0.725583987368225,688402.87,313052.16,0,290250,86000,772294.97,1643180.78723404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"921","Ryan Nugent-Hopkins",1993-04-12,2013-09-19,20,7,6000000,60000000,0.1,754.666666666667,0.318021201413428,1.59010600706714,1.90812720848057,0.238515901060071,0.636042402826855,0.159010600706714,1.03356890459364,0.159010600706714,0.874558303886926,0,0,0,6.20141342756184,0.47,214368,0.33,49644.31,314928,0.15,37791.36,0,2013,2012,1091.2,0.989736070381232,1.86950146627566,2.85923753665689,-0.109970674486804,0.879765395894428,0.824780058651026,1.59457478005865,0.164956011730205,1.26466275659824,0,0,0.109970674486804,7.36803519061584,-0.678680800942285,-0.149449178964872,-0.332644740418592,-3.16890459363958,-0.277031802120141,-0.807208480565371,-0.35182161569392,-0.0360424028268551,-0.308465202027961,0,0,-1,-0.158335530826433,-0.308406647116324,1958902.87,890552.16,0,810000,240000,2100544.97,4469244.61702128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"936","Taylor Hall",1991-11-14,2012-08-22,20,7,6000000,64300000,0.0933125972006221,1111.21666666667,1.4578615031572,1.4038666326699,2.8617281358271,-0.161984611461911,1.94381533754293,0.755928186822252,1.72783585559372,0.701933316334948,1.13389228023338,0,0,0.377964093411126,11.1769381908719,0.47,214368,0.33,49644.31,314928,0.15,37791.36,0,2012,2011,1184.08333333333,1.11478640298402,1.01344218453093,2.12822858751496,-0.456048983038919,1.36814694911676,0.709409529171652,1.57083538602294,0.405376873812372,0.557393201492012,0,0,0.202688436906186,9.42501231613766,0.307749627421758,0.385245901639345,0.344652615144419,-0.644808743169399,0.420765027322405,0.0655737704918033,0.099947117927023,0.731557377049181,1.03427719821162,0,0,0.864754098360656,0.185880486515072,-0.0615384615384616,1958902.87,890552.16,0,810000,240000,2100544.97,4469244.61702128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"941","Leon Draisaitl",1995-10-27,2017-08-16,21,8,8500000,73000000,0.116438356164384,1548.43333333333,1.12371644457839,1.85994445999182,2.98366090457021,0.271241900415474,0.774976858329925,0.736228015413429,1.93744214582481,0.387488429164962,1.0462187587454,0,0,0.193744214582481,6.66480098163735,0.47,214368,0.33,49644.31,314928,0.15,37791.36,0,2017,2016,1300.8,0.876383763837638,1.4760147601476,2.35239852398524,-0.0922509225092251,0.922509225092251,0.645756457564576,1.93726937269373,0.230627306273063,0.415129151291513,0,0,0.0922509225092251,6.13468634686347,0.282219606234712,0.260112371644458,0.268348400217297,-3.94026220050373,-0.159925085570361,0.140101669583081,0.0000891838448077958,0.680149828859277,1.52022474328892,0,0,1.1001872860741,0.0864126712924649,0.190370028700287,2783902.87,1265552.16,0,1147500,340000,2963044.97,6304351,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"951","Drake Caggiula",1994-06-20,2018-06-14,24,2,1500000,75000000,0.02,907.85,0.859172770832186,0.462631491986562,1.32180426281875,-0.859172770832186,2.44533788621468,0.594811918268436,1.057443410255,0.198270639422812,0.198270639422812,0.0660902131409374,0.0660902131409374,0.0660902131409374,6.87338216665749,0.47,214368,0.33,49644.31,314928,0.15,37791.36,0,2018,2017,794,0.52896725440806,0.831234256926952,1.36020151133501,0.226700251889169,1.20906801007557,0.377833753148615,0.906801007556675,0.151133501259446,0.377833753148615,0,0.0755667506297229,0.151133501259446,7.02770780856423,0.624245666763704,-0.443440296004046,-0.0282290882610318,-4.78990655578198,1.02249821005673,0.574268877017128,0.166125094086762,0.311890730847607,-0.475243707660957,0,-0.125406179434929,-0.562703089717464,-0.0219595985078773,0.143387909319899,473902.87,215552.16,0,202500,60000,548044.97,1166053.12765957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"953","Jujhar Khaira",1994-08-13,2019-07-01,24,2,1200000,79500000,0.0150943396226415,754,0.238726790450928,1.19363395225464,1.43236074270557,-0.954907161803713,3.42175066312997,0.159151193633952,1.27320954907162,0,0,0.0795755968169761,0.159151193633952,0,5.09283819628647,0.47,214368,0.33,49644.31,314928,0.15,37791.36,0,2019,2018,876.3,0.753166723724752,0.684697021567956,1.43786374529271,-0.479287915097569,3.21807600136939,0.684697021567956,1.23245463882232,0,0.0684697021567956,0.0684697021567956,0.136939404313591,0.136939404313591,4.99828825744608,-0.683035929587654,0.743302387267905,-0.00382720727548327,0.992345585449034,0.0632908177662397,-0.767559681697613,0.0330680813439433,0,-1,0.162201591511936,0.162201591511936,-1,0.0189164637912866,-0.139564076229602,374902.87,170552.16,0,162000,48000,444544.97,945840.361702128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"955","Connor McDavid",1997-01-13,2017-07-05,21,8,12500000,73000000,0.171232876712329,1732.93333333333,1.0387012387474,2.42363622374394,3.46233746249134,0.934831114872663,0.900207740247749,0.900207740247749,2.45825959836885,0.10387012387474,0.934831114872663,0.0346233746249134,0.0692467492498269,0.207740247749481,8.69046703085327,0.47,214368,0.33,49644.31,314928,0.15,37791.36,0,2017,2016,849.75,1.1297440423654,2.2594880847308,3.3892321270962,-0.0706090026478376,1.27096204766108,0.917917034421889,2.40070609002648,0.211827007943513,0.988526037069726,0,0,0.353045013239188,7.41394527802295,-0.0805871066399937,0.0726483755866739,0.0215698815111179,-14.2395456643841,-0.291711548818958,-0.0192929137493268,0.0239735753499673,-0.509646456874663,-0.0543181668297079,0,0,-0.411575748249596,0.172178469756757,1.03934490536432,4103902.87,1865552.16,0,1687500,500000,4343044.97,9240521.21276596,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"967","Reilly Smith",1991-04-01,2016-07-03,25,5,5000000,71400000,0.0700280112044818,1526.56666666667,0.982597113348036,0.982597113348036,1.96519422669607,0.746773806144507,1.21842042055156,0.786077690678429,1.49354761228901,0.196519422669607,0.432342729873136,0,0.0393038845339214,0.117911653601764,6.79957202436841,0.93,622050,0.37,167307.5,0,0,0,0,2016,2015,1247.4,0.625300625300625,1.2987012987013,1.92400192400192,0.336700336700337,0.962000962000962,0.577200577200577,1.39490139490139,0.0481000481000481,0.529100529100529,0,0,0,6.87830687830688,0.571399537423513,-0.243400222722012,0.0214096993252834,1.21791820424919,0.266548027163351,0.361879599100378,0.0707191330858144,3.08563879730113,-0.182872240539773,0,0,0,-0.0114468364572082,0.223798834909946,1787149,0,0,675000,200000,2337851,2513818.27956989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"969","Vincent Trocheck",1993-07-11,2016-07-02,22,6,4750000,71400000,0.0665266106442577,1350.26666666667,1.11089167571838,1.24419867680458,2.35509035252296,0.666535005431026,1.95516934926434,0.888713340574701,1.73299101412067,0.17774266811494,0.577663671373556,0.0444356670287351,0.0444356670287351,0.17774266811494,7.7318060629999,0.93,622050,0.37,167307.5,0,0,0,0,2016,2015,700,0.6,1.28571428571429,1.88571428571429,0.771428571428571,2.05714285714286,0.514285714285714,1.8,0.0857142857142857,0.0857142857142857,0,0,0,7.62857142857143,0.851486126197294,-0.0322899180408809,0.248911550580357,-0.135973141107929,-0.0495704552187223,0.728053717784141,-0.0372272143774069,1.07366446134097,5.73940949935815,0,0,0,0.0135326299812606,0.928952380952381,1694649,0,0,641250,190000,2224101,2391506.4516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"978","Colton Sceviour",1989-04-20,2018-02-12,29,3,1200000,73000000,0.0164383561643836,1170.66666666667,0.46127562642369,0.76879271070615,1.23006833712984,-0.82004555808656,1.28132118451025,0.25626423690205,0.87129840546697,0.05125284738041,0.15375854214123,0.15375854214123,0.20501138952164,0.05125284738041,8.81548974943053,0.93,622050,0.37,167307.5,0,0,0,0,2017,2016,900.516666666667,0.732912587218449,0.799541004238308,1.53245359145676,0.399770502119154,1.39919675741704,0.66628417019859,1.26593992337732,0.066628417019859,0.199885251059577,0,0.066628417019859,0.066628417019859,8.32855212748237,-0.370626682542969,-0.0384574316628701,-0.197320986431613,-3.05129081245254,-0.0842451730122571,-0.615382972665148,-0.311737951085002,-0.230765945330296,-0.230765945330296,0,2.07693621867882,-0.230765945330296,0.0584660592255127,0.299994447631915,381149,0,0,162000,48000,608851,654678.494623656,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"982","Frank Vatrano",1994-03-14,2019-02-23,25,3,2533333,75000000,0.0337777733333333,444.166666666667,0.945590994371482,0.405253283302064,1.35084427767355,0.405253283302064,4.59287054409006,0.945590994371482,1.35084427767355,0,0,0,0,0,9.72607879924953,0.93,622050,0.37,167307.5,0,0,0,0,2018,2017,593.266666666667,1.01134958984156,0.809079671873244,1.8204292617148,-0.303404876952467,1.41588942577818,0.606809753904933,1.31475446679402,0.404539835936622,0.505674794920778,0,0,0.101134958984156,11.731655242162,-0.0650206378986867,-0.499118198874296,-0.25795288722118,-2.33568480300188,2.24380595014741,0.558298936835522,0.0274498484629816,-1,-1,0,0,-1,-0.170954260205732,-0.251320373075626,874482.21,0,0,341999.955,101333.32,1215517.515,1307008.08064516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"986","Jonathan Marchessault",1990-12-27,2018-01-03,27,6,5000000,73000000,0.0684931506849315,1268.75,1.41871921182266,0.993103448275862,2.41182266009852,-0.993103448275862,1.79704433497537,1.04039408866995,1.56059113300493,0.378325123152709,0.851231527093596,0,0,0.283743842364532,9.12709359605911,0.93,622050,0.37,167307.5,0,0,0,0,2017,2016,543.75,0.772413793103448,1.21379310344828,1.98620689655172,-1.10344827586207,1.87586206896552,0.331034482758621,1.21379310344828,0.441379310344828,0.772413793103448,0,0,0.110344827586207,8.93793103448276,0.836734693877551,-0.181818181818182,0.214285714285714,-0.1,-0.042016806722689,2.14285714285714,0.285714285714286,-0.142857142857143,0.102040816326531,0,0,1.57142857142857,0.0211640211640212,1.33333333333333,1787149,0,0,675000,200000,2337851,2513818.27956989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"991","Aleksander Barkov",1995-09-02,2016-01-25,20,6,5900000,69000000,0.0855072463768116,1242.5,0.772635814889336,0.96579476861167,1.73843058350101,-0.193158953722334,0.772635814889336,0.627766599597586,1.40040241448692,0.144869215291751,0.338028169014085,0,0,0.144869215291751,5.93963782696177,0.93,622050,0.37,167307.5,0,0,0,0,2015,2014,923.4,0.519818063677713,1.03963612735543,1.55945419103314,-0.194931773879142,0.649772579597141,0.32488628979857,1.16959064327485,0.194931773879142,0.389863547758285,0,0,0.0649772579597141,5.65302144249513,0.48635814889336,-0.0710261569416495,0.11476861167002,-0.00909456740442656,0.189086519114688,0.932265593561368,0.197344064386318,-0.25682092555332,-0.132957746478873,0,0,1.22953722334004,0.0507014500797891,0.345570716915746,2120149,0,0,796500,236000,2747351,2954140.86021505,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"999","Riley Sheahan",1991-12-07,2019-09-05,27,1,900000,79500000,0.0113207547169811,1104.26666666667,0.489012315865733,0.543347017628592,1.03235933349433,-0.489012315865733,0.923689929968607,0.434677614102874,0.923689929968607,0,0,0.0543347017628592,0.108669403525718,0.108669403525718,5.97681719391451,0.93,622050,0.37,167307.5,0,0,0,0,2019,2018,1188,0.555555555555556,1.06060606060606,1.61616161616162,0.202020202020202,0.404040404040404,0.505050505050505,1.46464646464646,0.0505050505050505,0.101010101010101,0,0.0505050505050505,0.0505050505050505,5.50505050505051,-0.119777831441681,-0.487701383378756,-0.361227662400386,-3.42061096353538,1.2861325766723,-0.13933832407631,-0.36934273746971,-1,-1,0,1.15165418980922,1.15165418980922,0.0856970682523611,-0.0704826038159372,270149,0,0,121500,36000,472351,507904.301075269,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1002","Dryden Hunt",1995-11-24,2019-07-17,23,1,715000,79500000,0.0089937106918239,343.066666666667,0.524679362611737,1.22425184609405,1.74893120870579,0,1.39914496696463,0.524679362611737,1.74893120870579,0,0,0,0,0,9.26933540614069,0.93,622050,0.37,167307.5,0,0,0,0,2019,2018,116.233333333333,0,0.516203039862346,0.516203039862346,-2.58101519931173,1.03240607972469,0,0.516203039862346,0,0,0,0,0,6.19443647834815,0,1.37164788184998,2.38806840264283,-1,0.355227361057132,0,2.38806840264283,0,0,0,0,0,0.496396877833916,1.95153427014626,201699,0,0,96525,28600,388176,417393.548387097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1008","Denis Malgin",1997-01-18,2019-08-26,22,1,750000,79500000,0.00943396226415094,644.166666666667,0.652005174644243,0.838292367399741,1.49029754204398,-0.93143596377749,1.30401034928849,0.652005174644243,1.39715394566624,0,0.093143596377749,0,0,0,6.14747736093144,0.93,622050,0.37,167307.5,0,0,0,0,2019,2018,706.35,0.934380972605649,0.934380972605649,1.8687619452113,0.339774899129327,0.50966234869399,0.849437247823317,1.35909959651731,0.0849437247823317,0.50966234869399,0,0,0.254831174346995,6.7105542578042,-0.302206280136422,-0.102836645889686,-0.202521463013054,-3.74133247089263,1.55857697283312,-0.232426908150065,0.027999676584735,-1,-0.817244501940492,0,0,-1,-0.0839091489675274,-0.0880347325452444,214649,0,0,101250,30000,404101,434517.204301075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1009","Nick Bjugstad",1992-07-17,2014-12-31,22,6,4100000,64300000,0.0637636080870918,1232.46666666667,0.778925731595175,1.07102288094337,1.84994861253854,-0.681560015145778,0.778925731595175,0.730242873370477,1.60653432141505,0,0.146048574674095,0.0486828582246984,0.0973657164493969,0.194731432898794,9.00632877156921,0.93,622050,0.37,167307.5,0,0,0,0,2014,2013,167.383333333333,0.35845862790003,0,0.35845862790003,-2.86766902320024,0.71691725580006,0.35845862790003,0.35845862790003,0,0,0,0,0,6.09379667430051,1.17298642289176,0,4.16084275436793,-0.762329609996214,0.0864932114458809,1.03717477146103,3.48178449721426,0,0,0,0,0,0.477950324393294,6.36313850443095,1454149,0,0,553500,164000,1928351,2073495.69892473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"1012","Jonathan Huberdeau",1993-06-04,2016-09-06,23,6,5900000,71400000,0.0826330532212885,1379.4,0.869943453675511,1.69638973466725,2.56633318834276,0.739451935624185,1.87037842540235,0.652457590256633,1.9573727707699,0.173988690735102,0.565463244889082,0.0434971726837756,0.0434971726837756,0.0869943453675511,7.56850804697695,0.93,622050,0.37,167307.5,0,0,0,0,2016,2015,1323.25,0.680143585868128,1.76837332325713,2.44851690912526,0.453429057245418,1.72303041753259,0.680143585868128,1.90440204043076,0,0.544114868694502,0,0,0,7.66295106744757,0.279058527862356,-0.040706104103233,0.0481174047760971,0.630799623024504,0.085516776935815,-0.0407061041032332,0.0278148884608215,0,0.039235053888164,0,0,0,-0.0123246278932697,0.042433402607217,2120149,0,0,796500,236000,2747351,2954140.86021505,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1014","Jared McCann",1996-05-31,2018-07-01,22,2,1250000,75000000,0.0166666666666667,901,0.599334073251942,1.26526082130966,1.8645948945616,0.732519422863485,1.99778024417314,0.532741398446171,1.73140954495006,0.0665926748057714,0.0665926748057714,0,0.0665926748057714,0.266370699223085,9.52275249722531,0.93,622050,0.37,167307.5,0,0,0,0,2018,2017,337.366666666667,0.177848038731351,1.0670882323881,1.24493627111945,-0.177848038731351,0.711392154925403,0.177848038731351,1.0670882323881,0,0.177848038731351,0,0,0,7.82531370417943,2.36992230854606,0.185713404858799,0.497743248242693,-5.11879393266741,1.80826859045505,1.99548649648539,0.622555185596251,0,-0.625564187939327,0,0,0,0.216916389197188,1.67068471494912,399649,0,0,168750,50000,631601,679140.860215054,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1025","Troy Brouwer",1985-08-17,2019-11-21,33,1,750000,79500000,0.00943396226415094,951.25,0.756898817345598,0.567674113009198,1.3245729303548,-0.378449408672799,2.96452036793693,0.693823915900131,1.26149802890933,0,0,0.0630749014454665,0.0630749014454665,0.0630749014454665,5.42444152431012,0.93,622050,0.37,167307.5,0,0,0,0,2019,2018,1058.93333333333,0.339964744396877,0.906572651725006,1.24653739612188,-0.39662553512969,3.00302190883908,0.339964744396877,0.906572651725006,0,0.283303953664064,0,0.0566607907328129,0,4.47620246789222,1.22640385457731,-0.373823915900131,0.0626018396846257,-0.0458269194668669,-0.0128209324043999,1.0408702000292,0.391502409110819,0,-1,0,0.113201927288655,0,0.211840072744612,-0.101690380256862,214649,0,0,101250,30000,404101,434517.204301075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1037","Tyler Toffoli",1992-04-24,2017-06-07,25,3,4600000,73000000,0.063013698630137,1044.75,0.918880114860014,1.03374012921752,1.95262024407753,0.344580043072505,1.26346015793252,0.689160086145011,1.49318018664752,0.229720028715004,0.402010050251256,0,0.0574300071787509,0.114860014357502,9.4759511844939,1.01,622050,0.37,167307.5,1181484,0.133,116662.73,0,2017,2016,1419.96666666667,1.30988990351886,1.14087185145191,2.45076175497077,1.47890795558581,0.84509026033475,0.887344773351487,1.94370759876992,0.380290617150637,0.464799643184112,0.0422545130167375,0.0422545130167375,0.16901805206695,9.00021127256508,-0.298505842062334,-0.0939033793305151,-0.203259868032004,-0.767003726113561,0.49505942410465,-0.22334575371187,-0.231787647693263,-0.395935586220343,-0.135089589360946,-1,0.359144931004228,-0.320427534497886,0.052858749369472,-0.264243292096059,1639149,571325.358,0,621000,184000,1584525.642,1568837.26930693,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1039","Milan Lucic",1988-06-07,2016-07-01,28,7,6000000,71400000,0.0840336134453782,1395.9,0.859660434128519,1.50440575972491,2.36406619385343,1.11755856436707,3.39565871480765,0.773694390715667,2.02020202020202,0.0859660434128519,0.343864173651408,0,0,0.21491510853213,5.32989469159682,1.01,622050,0.37,167307.5,1181484,0.133,116662.73,0,2016,2015,1324.35,0.815494393476045,1.17793634613206,1.99343073960811,0.588968173066032,3.6697247706422,0.72488390531204,1.63098878695209,0.090610488164005,0.36244195265602,0,0,0.18122097632801,6.38803941556235,0.0541586073500968,0.277153697366464,0.185928433268859,0.897485493230174,-0.0746830002149151,0.0673355899419731,0.238636363636364,-0.0512572533849129,-0.0512572533849129,0,0,0.185928433268859,-0.165644676735668,0.0540265035677879,2157149,757525.358,0,810000,240000,2035325.642,2015173.9029703,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1047","Alex Iafallo",1993-12-21,2019-07-10,25,2,2425000,79500000,0.0305031446540881,1380.33333333333,0.652016421154311,0.782419705385173,1.43443612653948,-0.738951943974885,0.956290751026322,0.565080898333736,1.17362955807776,0.0869355228205747,0.260806568461724,0,0,0.0869355228205747,6.43322868872253,1.01,622050,0.37,167307.5,1181484,0.133,116662.73,0,2019,2018,1132.5,0.47682119205298,0.847682119205298,1.32450331125828,0.529801324503311,0.635761589403974,0.47682119205298,1.21854304635762,0,0.105960264900662,0,0,0.0529801324503311,6.83443708609272,0.367423327698624,-0.0769892538034291,0.0829992755373097,-2.3947717942526,0.504165660468486,0.185100217338807,-0.0368583517948826,0,1.46136198985752,0,0,0.640907993238348,-0.0587039418632731,0.218837380426784,834399,282050.358,0,327375,97000,884175.642,875421.427722772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1075","Michael Amadio",1996-05-13,2019-07-15,23,2,700000,79500000,0.00880503144654088,438.6,0.820793433652531,0.957592339261286,1.77838577291382,-0.136798905608755,0.820793433652531,0.820793433652531,1.77838577291382,0,0,0,0,0,5.06155950752394,1.01,622050,0.37,167307.5,1181484,0.133,116662.73,0,2019,2018,344.716666666667,0.696223952037906,0.696223952037906,1.39244790407581,-0.348111976018953,1.39244790407581,0.522167964028429,0.870279940047382,0.174055988009476,0.522167964028429,0,0,0,4.87356766426534,0.178921568627451,0.375408496732026,0.277165032679739,-0.60702614379085,-0.410539215686274,0.571895424836601,1.04346405228758,-1,-1,0,0,0,0.0385737628384687,0.272349272349272,196149,52625.358,0,94500,28000,328725.642,325470.932673267,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
