PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,POS,HANDED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,W,L,SO,GAA,Sv%,TYPE,EXTENSION,SIGNING DATE,SIGNING AGE,ARB. ELIG,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
456. Cole Kehler,LAK,21,"Dec 17, 1997",Canada,G,Right,,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Entry-Level,,"Dec 8, 2017",19,,,,3,ELC,RFA,2020,"$745,000",1.00%,"$783,333","$780,000","$700,000","$70,000","$80,000","$20,000"
457. Ivan Lodnia,MIN,19,"Aug 31, 1999",United States,RW,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Dec 11, 2017",17,,,,3,ELC,RFA,2022,"$747,500",1.10%,"$871,667","$792,500","$700,000","$70,000","$92,500","$157,500"
458. Aaron Luchuk,TOR,22,"Apr 4, 1997",Canada,C,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Dec 26, 2017",20,,,,3,ELC,RFA,2020,"$759,166",1.00%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
459. Cameron Hebig,EDM,22,"Jan 21, 1997",Canada,C,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Dec 28, 2017",20,,,,3,ELC,RFA,2020,"$759,166",1.00%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
460. Jayden Halbgewachs,SJS,22,"Mar 22, 1997",Canada,"LW, C",Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Dec 28, 2017",20,,,,3,ELC,RFA,2020,"$759,166",1.00%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
461. Joachim Blichfeld,SJS,20,"Jul 17, 1998",Denmark,"RW, LW",Right,,✓,,2,0,0,0,0,-1,1,0,11:04,-,-,-,-,-,Entry-Level,,"Dec 28, 2017",18,,,,3,ELC,RFA,2021,"$736,666",1.00%,"$790,000","$780,000","$700,000","$70,000","$80,000","$70,000"
462. Matthew Phillips,CGY,21,"Apr 6, 1998",Canada,C,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Dec 31, 2017",19,,,,3,ELC,RFA,2021,"$733,333",1.00%,"$750,000","$775,000","$700,000","$67,500","$75,000","$25,000"
463. Jonathan Marchessault,VGK,28,"Dec 27, 1990",Canada,"LW, RW",Right,,,,43,15,16,31,0.72,-3,153,0.1,17:21,-,-,-,-,-,Standard (1-way),✔,"Jan 3, 2018",27,,,M-NTC,6,UFA,UFA,2024,"$5,000,000",6.70%,"$5,000,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
464. Scott Mayfield,NYI,26,"Oct 14, 1992",United States,D,Right,,,,42,5,7,12,0.29,11,65,0.08,19:36,-,-,-,-,-,Standard (1-way),✔,"Jan 4, 2018",25,✔,,,5,RFA,UFA,2023,"$1,450,000",1.90%,"$1,450,000","$1,200,000","$1,200,000","$1,200,000",$0,$0
465. Yannick Weber,NSH,30,"Sep 23, 1988",Switzerland,D,Right,,,,24,0,1,1,0.04,2,26,0,13:06,-,-,-,-,-,Standard (1-way),✔,"Jan 9, 2018",29,,,,2,UFA,UFA,2020,"$675,000",0.90%,"$675,000","$700,000","$700,000","$700,000",$0,$0
466. Matt Irwin,NSH,31,"Nov 29, 1987",Canada,D,Left,,,,24,0,2,2,0.08,-8,35,0,11:45,-,-,-,-,-,Standard (1-way),✔,"Jan 9, 2018",30,,,,2,UFA,UFA,2020,"$675,000",0.90%,"$675,000","$700,000","$700,000","$700,000",$0,$0
467. Andrew Cogliano,DAL,32,"Jun 14, 1987",Canada,"LW, RW, C",Left,,,,44,2,7,9,0.2,2,41,0.05,12:15,-,-,-,-,-,Standard (1-way),✔,"Jan 12, 2018",31,,,M-NTC,3,UFA,UFA,2021,"$3,250,000",4.30%,"$3,250,000","$3,250,000","$3,250,000","$3,250,000",$0,$0
468. Jon Merrill,VGK,27,"Feb 3, 1992",United States,D,Left,,,,38,1,3,4,0.11,3,30,0.03,18:49,-,-,-,-,-,Standard (1-way),✔,"Jan 16, 2018",26,✔,,,2,RFA,UFA,2020,"$1,375,000",1.80%,"$1,375,000","$1,475,000","$1,475,000","$1,475,000",$0,$0
469. Ben Harpur,TOR,24,"Jan 12, 1995",Canada,D,Left,,,✔,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (1-way),✔,"Feb 9, 2018",23,,,,2,RFA,RFA,2020,"$725,000",1.00%,"$725,000","$800,000","$800,000","$800,000",$0,$0
470. Lars Eller,WSH,30,"May 8, 1989",Denmark,C,Left,,,,46,11,15,26,0.57,4,110,0.1,17:13,-,-,-,-,-,Standard (1-way),✔,"Feb 10, 2018",29,,,,5,UFA,UFA,2023,"$3,500,000",4.70%,"$3,500,000","$4,000,000","$3,000,000","$4,000,000","$1,000,000",$0
471. Colton Sceviour,FLA,30,"Apr 20, 1989",Canada,RW,Right,,,,44,5,8,13,0.3,0,72,0.07,12:50,-,-,-,-,-,Standard (1-way),✔,"Feb 12, 2018",29,,,,3,UFA,UFA,2021,"$1,200,000",1.60%,"$1,200,000","$1,200,000","$1,200,000","$1,200,000",$0,$0
472. Charlie Lindgren,MTL,25,"Dec 18, 1993",United States,G,Right,,,,2,-,-,-,-,-,-,-,-,0,2,0,3.08,0.908,Standard (1-way),✔,"Feb 13, 2018",24,✔,,,3,RFA,UFA,2021,"$750,000",1.00%,"$750,000","$750,000","$700,000","$750,000","$50,000",$0
473. Mikael Backlund,CGY,30,"Mar 17, 1989",Sweden,C,Left,,,,47,6,15,21,0.45,1,93,0.06,18:08,-,-,-,-,-,Standard (1-way),✔,"Feb 16, 2018",29,,,NTC,6,UFA,UFA,2024,"$5,350,000",7.10%,"$5,350,000","$5,850,000","$3,850,000","$5,850,000","$2,000,000",$0
474. Nicolas Deslauriers,ANA,28,"Feb 22, 1991",Canada,"RW, LW",Left,,,,33,1,4,5,0.15,-5,32,0.03,10:04,-,-,-,-,-,Standard (1-way),✔,"Feb 19, 2018",27,,,,2,UFA,UFA,2020,"$950,000",1.30%,"$950,000","$950,000","$850,000","$950,000","$100,000",$0
475. Erik Gudbranson,ANA,27,"Jan 7, 1992",Canada,D,Right,,,,41,3,4,7,0.17,0,60,0.05,20:09,-,-,-,-,-,Standard (1-way),✔,"Feb 20, 2018",26,,,,3,UFA,UFA,2021,"$4,000,000",5.30%,"$4,000,000","$4,500,000","$4,500,000","$4,500,000",$0,$0
476. Darcy Kuemper,ARI,29,"May 5, 1990",Canada,G,Left,,,,25,-,-,-,-,-,-,-,-,15,8,2,2.17,0.929,Standard (1-way),✔,"Feb 21, 2018",28,,,,2,UFA,UFA,2020,"$1,850,000",2.50%,"$1,850,000","$2,100,000","$2,100,000","$2,100,000",$0,$0
477. Josh Bailey,NYI,29,"Oct 2, 1989",Canada,"RW, LW",Left,,,,43,8,16,24,0.56,-9,58,0.14,17:27,-,-,-,-,-,Standard (1-way),✔,"Feb 23, 2018",28,,,,6,UFA,UFA,2024,"$5,000,000",6.70%,"$5,000,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
478. Patric Hörnqvist,PIT,32,"Jan 1, 1987",Sweden,RW,Right,,,,27,10,6,16,0.59,7,78,0.13,15:48,-,-,-,-,-,Standard (1-way),✔,"Feb 26, 2018",31,,,NTC,5,UFA,UFA,2023,"$5,300,000",7.10%,"$5,300,000","$5,300,000","$5,300,000","$5,300,000",$0,$0
479. Alex Biega,DET,31,"Apr 4, 1988",Canada,D,Right,,,,23,0,1,1,0.04,-2,17,0,13:50,-,-,-,-,-,Standard (1-way),✔,"Feb 28, 2018",30,,,,2,UFA,UFA,2020,"$825,000",1.10%,"$825,000","$700,000","$700,000","$700,000",$0,$0
480. Aaron Dell,SJS,30,"May 4, 1989",Canada,G,Left,,,,20,-,-,-,-,-,-,-,-,8,7,0,2.77,0.91,Standard (1-way),✔,"Feb 28, 2018",29,,,,2,UFA,UFA,2020,"$1,900,000",2.50%,"$1,900,000","$1,600,000","$1,600,000","$1,600,000",$0,$0
481. Alex Barré-Boulet,TBL,22,"May 21, 1997",Canada,C,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 1, 2018",21,,,,3,ELC,RFA,2021,"$759,258",1.00%,"$759,258","$777,777","$700,000","$70,000","$77,777",$0
482. Kole Lind,VAN,20,"Oct 16, 1998",Canada,RW,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 1, 2018",19,,,,3,ELC,RFA,2021,"$891,666",1.20%,"$1,125,000","$925,000","$832,500","$70,000","$92,500","$200,000"
483. Brayden Burke,ARI,22,"Jan 1, 1997",Canada,LW,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 1, 2018",21,,,,3,ELC,RFA,2021,"$925,000",1.20%,"$925,000","$925,000","$832,500","$70,000","$92,500",$0
484. Gabriel Vilardi,LAK,19,"Aug 16, 1999",Canada,C,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 1, 2018",18,,,,3,ELC,RFA,2022,"$894,167",1.20%,"$1,627,500","$925,000","$832,500","$70,000","$92,500","$500,000"
485. Conor Timmins,COL,20,"Sep 18, 1998",Canada,D,Right,,✓,,2,0,0,0,0,2,1,0,10:24,-,-,-,-,-,Entry-Level,,"Mar 2, 2018",19,,,,3,ELC,RFA,2021,"$925,000",1.20%,"$925,000","$925,000","$832,500","$70,000","$92,500",$0
486. Maxime Comtois,ANA,20,"Jan 8, 1999",Canada,"C, LW",Left,,✓,,28,4,6,10,0.36,-4,31,0.13,13:56,-,-,-,-,-,Entry-Level,,"Mar 3, 2018",19,,,,3,ELC,RFA,2021,"$820,000",1.10%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
487. Riley Stillman,FLA,21,"Mar 9, 1998",Canada,D,Left,,✓,,11,0,3,3,0.27,0,19,0,18:35,-,-,-,-,-,Entry-Level,,"Mar 3, 2018",20,,,,3,ELC,RFA,2021,"$773,333",1.00%,"$900,000","$792,500","$700,000","$62,500","$92,500","$132,500"
488. Ty Ronning,NYR,21,"Oct 20, 1997",Canada,RW,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 5, 2018",20,,,,3,ELC,RFA,2021,"$750,833",1.00%,"$750,833","$767,500","$700,000","$70,000","$67,500",$0
489. Sam Lafferty,PIT,24,"Mar 6, 1995",United States,"C, LW",Right,,✓,,34,4,6,10,0.29,5,39,0.1,10:29,-,-,-,-,-,Entry-Level,,"Mar 6, 2018",23,,,,2,ELC,RFA,2020,"$767,500",1.00%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
490. Erik Gustafsson,CHI,27,"Mar 14, 1992",Sweden,D,Left,,,,45,5,13,18,0.4,-4,78,0.06,20:42,-,-,-,-,-,Standard (1-way),✔,"Mar 6, 2018",26,✔,,,2,RFA,UFA,2020,"$1,200,000",1.60%,"$1,200,000","$1,400,000","$1,000,000","$1,400,000","$400,000",$0
491. T.J. Brennan,PHI,30,"Apr 3, 1989",United States,D,Left,,,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Standard (2-way),✔,"Mar 6, 2018",29,,,,2,UFA,UFA,2020,"$675,000",0.90%,"$675,000","$700,000","$700,000","$450,000",$0,$0
492. Tyler Steenbergen,ARI,21,"Jan 7, 1998",Canada,C,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 6, 2018",20,,,,3,ELC,RFA,2021,"$770,833",1.00%,"$875,000","$787,500","$700,000","$70,000","$87,500","$87,500"
493. Ostap Safin,EDM,20,"Feb 11, 1999",Czech Republic,"RW, LW",Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 6, 2018",19,,,,3,ELC,RFA,2022,"$775,000",1.00%,"$879,167","$787,500","$700,000","$70,000","$87,500","$137,500"
494. Michael Pezzetta,MTL,21,"Mar 13, 1998",Canada,"LW, C",Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 7, 2018",20,,,,3,ELC,RFA,2021,"$743,333",1.00%,"$743,333","$760,000","$700,000","$67,500","$60,000",$0
495. Will Bitten,MIN,20,"Jul 10, 1998",Canada,"RW, C",Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 7, 2018",19,,,,3,ELC,RFA,2021,"$805,000",1.10%,"$910,000","$792,500","$700,000","$70,000","$92,500","$132,500"
496. Ashton Sautner,VAN,25,"May 27, 1994",Canada,D,Left,,,✔,1,0,0,0,0,0,1,0,2:49,-,-,-,-,-,Standard (2-way),✔,"Mar 8, 2018",24,✔,,,2,RFA,RFA,2020,"$675,000",0.90%,"$675,000","$700,000","$700,000","$100,000",$0,$0
497. Zach Whitecloud,VGK,22,"Nov 28, 1996",Canada,D,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 8, 2018",20,,,,3,ELC,10.2(c),2020,"$925,000",1.20%,"$1,491,667","$925,000","$832,500","$70,000","$92,500","$850,000"
498. Patrick Bajkov,FLA,21,"Nov 27, 1997",Canada,"RW, LW",Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 9, 2018",20,,,,3,ELC,RFA,2021,"$809,166",1.10%,"$925,000","$817,500","$725,000","$70,000","$92,500","$107,500"
499. Cameron Hughes,BOS,22,"Oct 9, 1996",Canada,"C, LW",Left,,✓,,1,0,0,0,0,-1,0,0,9:53,-,-,-,-,-,Entry-Level,,"Mar 10, 2018",21,,,,3,ELC,RFA,2021,"$792,500",1.10%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
500. Carsen Twarynski,PHI,21,"Nov 24, 1997",Canada,LW,Left,,✓,,15,1,0,1,0.07,-2,14,0.07,10:40,-,-,-,-,-,Entry-Level,,"Mar 11, 2018",20,,,,3,ELC,RFA,2021,"$775,833",1.00%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
501. Maksim Sushko,PHI,20,"Feb 10, 1999",Belarus,RW,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 12, 2018",19,,,,3,ELC,RFA,2022,"$775,000",1.10%,"$879,167","$787,500","$700,000","$70,000","$87,500","$42,500"
502. Antoine Bibeau,COL,25,"May 1, 1994",Canada,G,Left,,,✔,2,-,-,-,-,-,-,-,-,1,0,0,3.26,0.881,Standard (2-way),✔,"Mar 13, 2018",24,✔,,,2,RFA,RFA,2020,"$675,000",0.90%,"$675,000","$700,000","$700,000","$250,000",$0,$0
503. Trent Frederic,BOS,21,"Feb 11, 1998",United States,C,Left,,✓,,2,0,0,0,0,-1,1,0,6:25,-,-,-,-,-,Entry-Level,,"Mar 13, 2018",20,,,,3,ELC,RFA,2021,"$925,000",1.20%,"$1,137,500","$925,000","$832,500","$70,000","$92,500","$212,500"
504. Dean Kukan,CBJ,25,"Jul 8, 1993",Switzerland,D,Left,,,✔,33,1,4,5,0.15,-9,51,0.02,15:58,-,-,-,-,-,Standard (1-way),✔,"Mar 14, 2018",24,✔,,,2,RFA,RFA,2020,"$725,000",1.00%,"$725,000","$750,000","$750,000","$750,000",$0,$0
505. Nathan Gerbe,CBJ,31,"Jul 24, 1987",United States,"LW, RW",Left,,,,10,3,3,6,0.6,2,18,0.17,14:32,-,-,-,-,-,Standard (2-way),✔,"Mar 15, 2018",30,,,,2,UFA,UFA,2020,"$675,000",0.90%,"$675,000","$700,000","$700,000","$250,000",$0,$0
506. Matthew Strome,PHI,20,"Jan 6, 1999",Canada,LW,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 15, 2018",19,,,,3,ELC,RFA,2022,"$775,000",1.10%,"$879,167","$787,500","$700,000","$70,000","$87,500","$42,500"
507. Kirill Maksimov,EDM,20,"Jun 1, 1999",Russia,RW,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 15, 2018",19,,,,3,ELC,RFA,2022,"$775,000",1.00%,"$879,167","$787,500","$700,000","$70,000","$87,500","$182,500"
508. Brett Seney,NJD,23,"Feb 28, 1996",Canada,"C, LW",Left,,✓,,2,0,0,0,0,-1,1,0,9:56,-,-,-,-,-,Entry-Level,,"Mar 16, 2018",22,,,,2,ELC,RFA,2020,"$757,500",1.00%,"$825,000","$782,500","$700,000","$70,000","$82,500","$42,500"
509. Mason Marchment,TOR,24,"Mar 6, 1995",Canada,LW,Left,,✓,,3,0,1,1,0.33,1,3,0,6:42,-,-,-,-,-,Entry-Level,,"Mar 18, 2018",23,,,,2,ELC,RFA,2020,"$767,500",1.00%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
510. Merrick Madsen,ARI,23,"Aug 22, 1995",United States,G,Left,,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Entry-Level,,"Mar 20, 2018",22,,,,2,ELC,RFA,2020,"$767,500",1.00%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
511. Kiefer Sherwood,ANA,24,"Mar 21, 1995",United States,"RW, C",Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 20, 2018",23,,,,2,ELC,RFA,2020,"$925,000",1.20%,"$925,000","$925,000","$832,500","$70,000","$92,500",$0
512. Wiley Sherman,BOS,24,"May 24, 1995",United States,D,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 21, 2018",23,,,,2,ELC,RFA,2020,"$767,500",1.00%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
513. Otto Koivula,NYI,20,"Sep 1, 1998",Finland,"LW, RW, C",Left,,✓,,6,0,0,0,0,0,2,0,7:20,-,-,-,-,-,Entry-Level,,"Mar 21, 2018",19,,,,3,ELC,RFA,2021,"$786,666",1.00%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
514. Ryan Lindgren,NYR,21,"Feb 11, 1998",United States,D,Left,,✓,,34,1,8,9,0.26,5,24,0.04,15:31,-,-,-,-,-,Entry-Level,,"Mar 22, 2018",20,,,,3,ELC,RFA,2021,"$925,000",1.20%,"$1,100,000","$925,000","$832,500","$70,000","$92,500","$212,500"
515. Tobias Geisser,WSH,20,"Feb 13, 1999",Switzerland,D,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 22, 2018",19,,,,3,ELC,RFA,2022,"$774,444",1.10%,"$837,778","$785,000","$700,000","$70,000","$85,000","$65,000"
516. Hayden Verbeek,MTL,21,"Oct 17, 1997",Canada,C,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 24, 2018",20,,,,3,ELC,RFA,2021,"$753,333",1.00%,"$776,666","$770,000","$700,000","$70,000","$70,000",$0
517. Austin Poganski,STL,23,"Feb 16, 1996",United States,RW,Right,,✓,,1,0,0,0,0,0,0,0,5:54,-,-,-,-,-,Entry-Level,,"Mar 25, 2018",22,,,,2,ELC,RFA,2020,"$750,000",1.00%,"$762,500","$775,000","$700,000","$70,000","$75,000",$0
518. William Borgen,BUF,22,"Dec 19, 1996",United States,D,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 25, 2018",21,,,,3,ELC,RFA,2021,"$864,166",1.20%,"$925,000","$925,000","$832,500","$70,000","$92,500",$0
519. Jordan Greenway,MIN,22,"Feb 16, 1997",United States,LW,Left,,✓,,42,5,11,16,0.38,-2,53,0.09,14:21,-,-,-,-,-,Entry-Level,,"Mar 26, 2018",20,,,,3,ELC,RFA,2020,"$916,666",1.20%,"$1,225,000","$925,000","$832,500","$70,000","$92,500","$500,000"
520. Casey Mittelstadt,BUF,20,"Nov 22, 1998",United States,C,Left,,✓,,31,4,5,9,0.29,-5,34,0.12,12:45,-,-,-,-,-,Entry-Level,,"Mar 26, 2018",18,,,,3,ELC,10.2(c),2020,"$925,000",1.20%,"$1,491,667","$925,000","$832,500","$70,000","$92,500","$850,000"
521. Adam Gaudette,VAN,22,"Oct 3, 1996",United States,C,Right,,,,35,8,11,19,0.54,-3,46,0.17,12:26,-,-,-,-,-,Entry-Level,,"Mar 26, 2018",20,,,,3,ELC,10.2(c),2020,"$916,667",1.20%,"$1,491,667","$925,000","$832,500","$70,000","$92,500","$850,000"
522. Joni Tuulola,CHI,23,"Jan 1, 1996",Finland,D,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 27, 2018",22,,,,2,ELC,RFA,2020,"$767,500",1.00%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
523. Henrik Borgström,FLA,21,"Aug 6, 1997",Finland,C,Left,,✓,,4,0,0,0,0,-2,3,0,12:23,-,-,-,-,-,Entry-Level,,"Mar 27, 2018",19,,,,3,ELC,10.2(c),2020,"$925,000",1.20%,"$1,491,667","$925,000","$832,500","$70,000","$92,500","$850,000"
524. Troy Terry,ANA,21,"Sep 10, 1997",United States,"C, RW",Right,,✓,,33,3,5,8,0.24,-7,42,0.07,14:11,-,-,-,-,-,Entry-Level,,"Mar 27, 2018",19,,,,3,ELC,10.2(c),2020,"$925,000",1.20%,"$1,491,667","$925,000","$832,500","$70,000","$92,500","$850,000"
525. Jeremy Helvig,CAR,22,"May 25, 1997",Canada,G,Left,,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Entry-Level,,"Mar 27, 2018",21,,,,3,ELC,RFA,2021,"$761,666",1.00%,"$785,000","$777,500","$700,000","$70,000","$77,500",$0
526. Dane Birks,ARI,23,"Aug 29, 1995",Canada,D,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 28, 2018",22,,,,2,ELC,RFA,2020,"$755,000",1.00%,"$800,000","$780,000","$700,000","$60,000","$80,000","$20,000"
527. Andrew Sturtz,MTL,24,"Sep 21, 1994",United States,RW,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 28, 2018",23,,,,2,ELC,RFA,2020,"$767,500",1.00%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
528. Felix Sandström,PHI,22,"Jan 12, 1997",Sweden,G,Left,,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Entry-Level,,"Mar 28, 2018",21,,,,3,ELC,RFA,2021,"$792,500",1.10%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
529. Michael Eyssimont,LAK,22,"Sep 9, 1996",United States,C,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 29, 2018",21,,,,2,ELC,RFA,2020,"$833,750",1.10%,"$925,000","$925,000","$832,500","$70,000","$92,500",$0
530. Eeli Tolvanen,NSH,20,"Apr 22, 1999",Finland,LW,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 29, 2018",18,,,,3,ELC,RFA,2021,"$894,166",1.20%,"$3,115,000","$925,000","$832,500","$70,000","$92,500","$2,850,000"
531. Josh Anderson,COL,20,"Aug 29, 1998",Canada,D,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 29, 2018",19,,,,3,ELC,RFA,2021,"$765,000",1.00%,"$816,666","$780,000","$700,000","$70,000","$80,000","$20,000"
532. Travis Barron,COL,20,"Aug 17, 1998",Canada,LW,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 29, 2018",19,,,,3,ELC,RFA,2021,"$741,666",1.00%,"$741,666","$755,000","$700,000","$70,000","$55,000",$0
533. Erik Foley,STL,22,"Jun 30, 1997",United States,LW,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Mar 29, 2018",21,,,,3,ELC,RFA,2021,"$925,000",1.20%,"$925,000","$925,000","$832,500","$70,000","$92,500",$0
534. Markus Nutivaara,CBJ,25,"Jun 6, 1994",Finland,D,Left,,,,14,2,0,2,0.14,-1,15,0.13,14:40,-,-,-,-,-,Standard (1-way),✔,"Mar 29, 2018",24,✔,,,4,RFA,UFA,2022,"$2,700,000",3.60%,"$2,700,000","$2,500,000","$2,500,000","$2,500,000",$0,$0
535. Cal Foote,TBL,20,"Dec 13, 1998",United States,D,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Apr 1, 2018",19,,,,3,ELC,RFA,2021,"$925,000",1.20%,"$1,425,000","$925,000","$832,500","$70,000","$92,500","$500,000"
536. Tanner Jeannot,NSH,22,"May 29, 1997",Canada,LW,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Apr 2, 2018",21,,,,3,ELC,RFA,2021,"$713,333",1.00%,"$713,333","$730,000","$700,000","$70,000","$30,000",$0
537. Marian Studenic,NJD,20,"Oct 28, 1998",Slovakia,RW,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Apr 2, 2018",19,,,,3,ELC,RFA,2021,"$775,833",1.00%,"$925,000","$792,500","$700,000","$65,000","$92,500","$132,500"
538. Niclas Westerholm,NSH,21,"Aug 13, 1997",Finland,G,Left,,✓,,0,-,-,-,-,-,-,-,-,0,0,0,0,0,Entry-Level,,"Apr 3, 2018",20,,,,3,ELC,RFA,2021,"$825,833",1.10%,"$925,000","$842,500","$750,000","$70,000","$92,500","$82,500"
539. Alexander Chmelevski,SJS,20,"Jun 9, 1999",United States,C,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Apr 3, 2018",19,,,,3,ELC,RFA,2022,"$778,333",1.00%,"$927,500","$792,500","$700,000","$70,000","$92,500","$182,500"
540. Anthony Angello,PIT,23,"Mar 6, 1996",United States,C,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Apr 5, 2018",22,,,,2,ELC,RFA,2020,"$833,750",1.10%,"$925,000","$925,000","$832,500","$70,000","$92,500",$0
541. Josh Dickinson,COL,21,"Nov 17, 1997",Canada,C,Left,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Apr 5, 2018",20,,,,3,ELC,RFA,2021,"$925,000",1.20%,"$1,137,500","$925,000","$832,500","$70,000","$92,500","$212,500"
542. Antti Raanta,ARI,30,"May 12, 1989",Finland,G,Left,,,,21,-,-,-,-,-,-,-,-,9,9,1,2.72,0.919,Standard (1-way),✔,"Apr 6, 2018",29,,,,3,UFA,UFA,2021,"$4,250,000",5.70%,"$4,250,000","$5,000,000","$5,000,000","$5,000,000",$0,$0
543. David Quenneville,NYI,21,"Mar 13, 1998",Canada,D,Right,,✓,,0,0,0,0,0,0,0,0,,-,-,-,-,-,Entry-Level,,"Apr 6, 2018",20,,,,3,ELC,RFA,2021,"$775,833",1.00%,"$925,000","$792,500","$700,000","$70,000","$92,500","$132,500"
544. Noah Gregor,SJS,20,"Jul 28, 1998",Canada,C,Left,,✓,,18,1,0,1,0.06,-5,17,0.06,8:33,-,-,-,-,-,Entry-Level,,"Apr 6, 2018",20,,,,3,ELC,RFA,2021,"$768,333",1.00%,"$850,000","$785,000","$700,000","$70,000","$85,000","$65,000"
